"Date","Key","Value"
2020-06-13,"Dead",1706
2020-06-13,"Clusters",976
2020-06-13,"Healthcare",8130
2020-06-13,"Median Age",48
2020-06-13,"In Clusters",10645
2020-06-13,"Imported",368
2020-06-14,"Total",25334
2020-06-14,"Hospitalised",3282
2020-06-14,"In ICU",418
2020-06-14,"Dead",1709
2020-06-14,"Clusters",976
2020-06-14,"Healthcare",8139
2020-06-14,"Median Age",48
2020-06-14,"In Clusters",10668
2020-06-14,"Imported",369
2020-06-15,"Total",25341
2020-06-15,"Hospitalised",3278
2020-06-15,"In ICU",417
2020-06-15,"Dead",1710
2020-06-15,"Clusters",981
2020-06-15,"Healthcare",8144
2020-06-15,"Median Age",48
2020-06-15,"In Clusters",10700
2020-06-15,"Imported",369
2020-06-16,"Total",25355
2020-06-16,"Hospitalised",3282
2020-06-16,"In ICU",417
2020-06-16,"Dead",1714
2020-06-16,"Clusters",1005
2020-06-16,"Healthcare",8147
2020-06-16,"Median Age",48
2020-06-16,"In Clusters",10737
2020-06-16,"Imported",369
2020-06-17,"Total",25368
2020-06-17,"Hospitalised",3286
2020-06-17,"In ICU",416
2020-06-17,"Dead",1714
2020-06-17,"Clusters",1031
2020-06-17,"Healthcare",8154
2020-06-17,"Median Age",48
2020-06-17,"In Clusters",10834
2020-06-17,"Imported",369
2020-06-18,"Total",25374
2020-06-18,"Hospitalised",3280
2020-06-18,"In ICU",419
2020-06-18,"Dead",1715
2020-06-18,"Clusters",1033
2020-06-18,"Healthcare",8152
2020-06-18,"Median Age",48
2020-06-18,"In Clusters",10877
2020-06-18,"Imported",371
2020-06-19,"Total",25379
2020-06-19,"Hospitalised",3282
2020-06-19,"In ICU",419
2020-06-19,"Dead",1715
2020-06-19,"Clusters",1036
2020-06-19,"Healthcare",8158
2020-06-19,"Median Age",48
2020-06-19,"In Clusters",10893
2020-06-19,"Imported",373
2020-06-20,"Total",25383
2020-06-20,"Hospitalised",3284
2020-06-20,"In ICU",431
2020-06-20,"Dead",1717
2020-06-20,"Clusters",1069
2020-06-20,"Healthcare",8161
2020-06-20,"Median Age",48
2020-06-20,"In Clusters",10970
2020-06-20,"Imported",372
2020-06-21,"Total",25391
2020-06-21,"Hospitalised",3285
2020-06-21,"In ICU",434
2020-06-21,"Dead",1720
2020-06-21,"Clusters",1100
2020-06-21,"Healthcare",8172
2020-06-21,"Median Age",48
2020-06-21,"In Clusters",11050
2020-06-21,"Imported",377
2020-06-22,"Total",25396
2020-06-22,"Hospitalised",3292
2020-06-22,"In ICU",434
2020-06-22,"Dead",1726
2020-06-22,"Clusters",1212
2020-06-22,"Healthcare",8177
2020-06-22,"Median Age",48
2020-06-22,"In Clusters",11289
2020-06-22,"Imported",378
2020-06-23,"Total",25405
2020-06-23,"Hospitalised",3293
2020-06-23,"In ICU",433
2020-06-23,"Dead",1727
2020-06-23,"Clusters",1321
2020-06-23,"Healthcare",8178
2020-06-23,"Median Age",48
2020-06-23,"In Clusters",11536
2020-06-23,"Imported",378
2020-06-24,"Total",25414
2020-06-24,"Hospitalised",3293
2020-06-24,"In ICU",434
2020-06-24,"Dead",1730
2020-06-24,"Clusters",1339
2020-06-24,"Healthcare",8185
2020-06-24,"Median Age",48
2020-06-24,"In Clusters",11576
2020-06-24,"Imported",378
2020-06-25,"Total",25437
2020-06-25,"Hospitalised",3293
2020-06-25,"In ICU",434
2020-06-25,"Dead",1734
2020-06-25,"Clusters",1339
2020-06-25,"Healthcare",8185
2020-06-25,"Median Age",48
2020-06-26,"Total",25438
2020-06-26,"Hospitalised",3293
2020-06-26,"In ICU",434
2020-06-26,"Dead",1735
2020-06-26,"Clusters",1339
2020-06-26,"Healthcare",8185
2020-06-26,"Median Age",48
2020-06-27,"Total",25462
2020-06-27,"Hospitalised",3293
2020-06-27,"In ICU",435
2020-06-27,"Dead",1735
2020-06-27,"Clusters",1429
2020-06-27,"Healthcare",8201
2020-06-27,"Median Age",48
2020-06-27,"In Clusters",11803
2020-06-27,"Imported",383
2020-06-28,"Total",25473
2020-06-28,"Hospitalised",3295
2020-06-28,"In ICU",434
2020-06-28,"Dead",1736
2020-06-28,"Clusters",1429
2020-06-28,"Healthcare",8208
2020-06-28,"Median Age",48
2020-06-28,"In Clusters",11858
2020-06-28,"Imported",384
2020-06-29,"Total",25477
2020-06-29,"Hospitalised",3298
2020-06-29,"In ICU",434
2020-06-29,"Dead",1738
2020-06-29,"Clusters",1687
2020-06-29,"Healthcare",8215
2020-06-29,"Median Age",48
2020-06-29,"In Clusters",12385
2020-06-29,"Imported",385
2020-06-30,"Total",25489
2020-06-30,"Hospitalised",3298
2020-06-30,"In ICU",434
2020-06-30,"Dead",1738
2020-06-30,"Clusters",1687
2020-06-30,"Healthcare",8215
2020-06-30,"Median Age",48
2020-06-30,"In Clusters",12624
2020-06-30,"Imported",386
2020-07-01,"Total",25498
2020-07-01,"Hospitalised",3307
2020-07-01,"In ICU",436
2020-07-01,"Dead",1740
2020-07-01,"Clusters",1772
2020-07-01,"Healthcare",8219
2020-07-01,"Median Age",48
2020-07-01,"In Clusters",12678
2020-07-01,"Imported",386
2020-07-02,"Total",25509
2020-07-02,"Hospitalised",3309
2020-07-02,"In ICU",436
2020-07-02,"Dead",1741
2020-07-02,"Clusters",1809
2020-07-02,"Healthcare",8226
2020-07-02,"Median Age",48
2020-07-03,"Total",25527
2020-07-03,"Hospitalised",3308
2020-07-03,"In ICU",436
2020-07-03,"Dead",1741
2020-07-03,"Clusters",1823
2020-07-03,"Healthcare",8227
2020-07-03,"Median Age",48
2020-07-04,"Total",25531
2020-07-04,"Hospitalised",3309
2020-07-04,"In ICU",437
2020-07-04,"Dead",1741
2020-07-04,"Clusters",1823
2020-07-04,"Healthcare",8234
2020-07-04,"Median Age",48
2020-07-04,"In Clusters",12836
2020-07-04,"Imported",388
2020-07-05,"Total",25538
2020-07-05,"Hospitalised",3307
2020-07-05,"In ICU",436
2020-07-05,"Dead",1742
2020-07-05,"Clusters",1827
2020-07-05,"Healthcare",8237
2020-07-05,"Median Age",48
2020-07-05,"In Clusters",12848
2020-07-05,"Imported",389
2020-07-06,"Total",25542
2020-07-06,"Hospitalised",3313
2020-07-06,"In ICU",436
2020-07-06,"Dead",1738
2020-07-06,"Clusters",1860
2020-07-06,"Healthcare",8251
2020-07-06,"Median Age",48
2020-07-06,"In Clusters",12940
2020-07-06,"Imported",391
2020-07-07,"Total",25565
2020-07-07,"Hospitalised",3328
2020-07-07,"In ICU",436
2020-07-07,"Dead",1743
2020-07-07,"Clusters",1884
2020-07-07,"Healthcare",8265
2020-07-07,"Median Age",48
2020-07-07,"In Clusters",13019
2020-07-07,"Imported",394
2020-07-08,"Total",25589
2020-07-08,"Hospitalised",3328
2020-07-08,"In ICU",436
2020-07-08,"Dead",1744
2020-07-08,"Clusters",1896
2020-07-08,"Healthcare",8268
2020-07-08,"Median Age",48
2020-07-08,"In Clusters",13050
2020-07-08,"Imported",413
2020-07-09,"Total",25611
2020-07-09,"Hospitalised",3330
2020-07-09,"In ICU",436
2020-07-09,"Dead",1746
2020-07-09,"Clusters",1920
2020-07-09,"Healthcare",8273
2020-07-09,"Median Age",48
2020-07-10,"Total",25628
2020-07-10,"Hospitalised",3330
2020-07-10,"In ICU",436
2020-07-10,"Dead",1746
2020-07-10,"Clusters",1935
2020-07-10,"Healthcare",8276
2020-07-10,"Median Age",48
2020-07-11,"Total",25638
2020-07-11,"Hospitalised",3330
2020-07-11,"In ICU",436
2020-07-11,"Dead",1746
2020-07-11,"Clusters",1935
2020-07-11,"Healthcare",8284
2020-07-11,"Median Age",48
2020-07-11,"In Clusters",13170
2020-07-11,"Imported",423
2020-07-12,"Total",25670
2020-07-12,"Hospitalised",3332
2020-07-12,"In ICU",436
2020-07-12,"Dead",1746
2020-07-12,"Clusters",1933
2020-07-12,"Healthcare",8293
2020-07-12,"Median Age",48
2020-07-12,"In Clusters",13208
2020-07-12,"Imported",417
2020-07-13,"Total",25683
2020-07-13,"Hospitalised",3337
2020-07-13,"In ICU",437
2020-07-13,"Dead",1748
2020-07-13,"Clusters",1976
2020-07-13,"Healthcare",8313
2020-07-13,"Median Age",48
2020-07-13,"In Clusters",13282
2020-07-13,"Imported",420
2020-07-14,"Total",25698
2020-07-14,"Hospitalised",3339
2020-07-14,"In ICU",437
2020-07-14,"Dead",1749
2020-07-14,"Clusters",2019
2020-07-14,"Healthcare",8324
2020-07-14,"Median Age",48
2020-07-14,"In Clusters",13425
2020-07-14,"Imported",420
2020-07-15,"Total",25730
2020-07-15,"Hospitalised",3339
2020-07-15,"In ICU",437
2020-07-15,"Dead",1752
2020-07-15,"Clusters",2101
2020-07-15,"Healthcare",8326
2020-07-15,"Median Age",48
2020-07-15,"In Clusters",13557
2020-07-15,"Imported",423
2020-07-16,"Total",25750
2020-07-16,"Hospitalised",3342
2020-07-16,"In ICU",437
2020-07-16,"Dead",1753
2020-07-16,"Clusters",2110
2020-07-16,"Healthcare",8333
2020-07-16,"Median Age",48
2020-07-17,"Total",25760
2020-07-17,"Hospitalised",3342
2020-07-17,"In ICU",437
2020-07-17,"Dead",1753
2020-07-17,"Clusters",2146
2020-07-17,"Healthcare",8338
2020-07-17,"Median Age",48
2020-07-18,"Total",25766
2020-07-18,"Hospitalised",3343
2020-07-18,"In ICU",437
2020-07-18,"Dead",1753
2020-07-18,"Clusters",2146
2020-07-18,"Healthcare",8342
2020-07-18,"Median Age",48
2020-07-18,"In Clusters",13630
2020-07-18,"Imported",430
2020-07-19,"Total",25802
2020-07-19,"Hospitalised",3342
2020-07-19,"In ICU",437
2020-07-19,"Dead",1753
2020-07-19,"Clusters",2146
2020-07-19,"Healthcare",8348
2020-07-19,"Median Age",48
2020-07-19,"In Clusters",13661
2020-07-19,"Imported",430
2020-07-20,"Total",25819
2020-07-20,"Hospitalised",3340
2020-07-20,"In ICU",438
2020-07-20,"Dead",1754
2020-07-20,"Clusters",2153
2020-07-20,"Healthcare",8355
2020-07-20,"Median Age",48
2020-07-20,"In Clusters",13669
2020-07-20,"Imported",433
2020-07-21,"Total",25826
2020-07-21,"Hospitalised",3341
2020-07-21,"In ICU",438
2020-07-21,"Dead",1763
2020-07-21,"Clusters",2226
2020-07-21,"Healthcare",8367
2020-07-21,"Median Age",48
2020-07-21,"In Clusters",13772
2020-07-21,"Imported",434
2020-07-22,"Total",25845
2020-07-22,"Hospitalised",3344
2020-07-22,"In ICU",438
2020-07-22,"Dead",1763
2020-07-22,"Clusters",2264
2020-07-22,"Healthcare",8380
2020-07-22,"Median Age",48
2020-07-22,"In Clusters",13829
2020-07-22,"Imported",436
2020-07-23,"Total",25869
2020-07-23,"Hospitalised",3345
2020-07-23,"In ICU",438
2020-07-23,"Dead",1764
2020-07-23,"Clusters",2274
2020-07-23,"Healthcare",8381
2020-07-23,"Median Age",48
2020-07-24,"Total",25881
2020-07-24,"Hospitalised",3345
2020-07-24,"In ICU",438
2020-07-24,"Dead",1764
2020-07-24,"Clusters",2282
2020-07-24,"Healthcare",8384
2020-07-24,"Median Age",48
2020-07-25,"Total",25892
2020-07-25,"Hospitalised",3346
2020-07-25,"In ICU",438
2020-07-25,"Dead",1764
2020-07-25,"Clusters",2282
2020-07-25,"Healthcare",8390
2020-07-25,"Median Age",48
2020-07-25,"In Clusters",13860
2020-07-25,"Imported",441
2020-07-26,"Total",25929
2020-07-26,"Hospitalised",3349
2020-07-26,"In ICU",437
2020-07-26,"Dead",1764
2020-07-26,"Clusters",2282
2020-07-26,"Healthcare",8395
2020-07-26,"Median Age",48
2020-07-26,"In Clusters",13874
2020-07-26,"Imported",442
2020-07-27,"Total",25942
2020-07-27,"Hospitalised",3349
2020-07-27,"In ICU",438
2020-07-27,"Dead",1764
2020-07-27,"Clusters",2291
2020-07-27,"Healthcare",8401
2020-07-27,"Median Age",48
2020-07-27,"In Clusters",13890
2020-07-27,"Imported",442
2020-07-28,"Total",26027
2020-07-28,"Hospitalised",3350
2020-07-28,"In ICU",438
2020-07-28,"Dead",1763
2020-07-28,"Clusters",2303
2020-07-28,"Healthcare",8407
2020-07-28,"Median Age",48
2020-07-28,"In Clusters",13944
2020-07-28,"Imported",443
2020-07-29,"Total",26065
2020-07-29,"Hospitalised",3352
2020-07-29,"In ICU",437
2020-07-29,"Dead",1763
2020-07-29,"Clusters",2307
2020-07-29,"Healthcare",8420
2020-07-29,"Median Age",47
2020-07-29,"In Clusters",13979
2020-07-29,"Imported",446
2020-07-30,"Total",26109
2020-07-30,"Hospitalised",3353
2020-07-30,"In ICU",437
2020-07-30,"Dead",1763
2020-07-30,"Clusters",2313
2020-07-30,"Healthcare",8429
2020-07-30,"Median Age",47
2020-07-31,"Total",26162
2020-07-31,"Hospitalised",3359
2020-07-31,"In ICU",437
2020-07-31,"Dead",1763
2020-07-31,"Clusters",2318
2020-07-31,"Healthcare",8432
2020-07-31,"Median Age",47
2020-08-01,"Total",26208
2020-08-01,"Hospitalised",3359
2020-08-01,"In ICU",437
2020-08-01,"Dead",1763
2020-08-01,"Clusters",2319
2020-08-01,"Healthcare",8437
2020-08-01,"Median Age",47
2020-08-02,"Total",26253
2020-08-02,"Hospitalised",3358
2020-08-02,"In ICU",437
2020-08-02,"Dead",1763
2020-08-02,"Clusters",2321
2020-08-02,"Healthcare",8438
2020-08-02,"Median Age",47
2020-08-02,"In Clusters",14087
2020-08-02,"Imported",455
2020-08-03,"Total",26303
2020-08-03,"Hospitalised",3357
2020-08-03,"In ICU",439
2020-08-03,"Dead",1763
2020-08-03,"Clusters",2323
2020-08-03,"Healthcare",8442
2020-08-03,"Median Age",47
2020-08-03,"In Clusters",14128
2020-08-03,"Imported",455
2020-08-04,"Total",26372
2020-08-04,"Hospitalised",3359
2020-08-04,"In ICU",437
2020-08-04,"Dead",1768
2020-08-04,"Clusters",2326
2020-08-04,"Healthcare",8444
2020-08-04,"Median Age",47
2020-08-04,"In Clusters",14148
2020-08-04,"Imported",455
2020-08-05,"Total",26470
2020-08-05,"Hospitalised",3362
2020-08-05,"In ICU",438
2020-08-05,"Dead",1772
2020-08-05,"Clusters",2331
2020-08-05,"Healthcare",8448
2020-08-05,"Median Age",47
