"Date","Key 1","Key 2","Key 3","Value","HSE area","Key"
2020-05-20,"Age Group","<5","In ICU",0,NA,NA
2020-05-20,"Age Group","<5","Died",0,NA,NA
2020-05-20,"Age Group","5-14","Total",281,NA,NA
2020-05-20,"Age Group","5-14","Hospitalised",17,NA,NA
2020-05-20,"Age Group","5-14","In ICU",2,NA,NA
2020-05-20,"Age Group","5-14","Died",0,NA,NA
2020-05-20,"Age Group","15-24","Total",1763,NA,NA
2020-05-20,"Age Group","15-24","Hospitalised",70,NA,NA
2020-05-20,"Age Group","15-24","In ICU",5,NA,NA
2020-05-20,"Age Group","15-24","Died",2,NA,NA
2020-05-20,"Age Group","25-34","Total",4093,NA,NA
2020-05-20,"Age Group","25-34","Hospitalised",190,NA,NA
2020-05-20,"Age Group","25-34","In ICU",14,NA,NA
2020-05-20,"Age Group","25-34","Died",5,NA,NA
2020-05-20,"Age Group","35-44","Total",4288,NA,NA
2020-05-20,"Age Group","35-44","Hospitalised",247,NA,NA
2020-05-20,"Age Group","35-44","In ICU",32,NA,NA
2020-05-20,"Age Group","35-44","Died",10,NA,NA
2020-05-20,"Age Group","45-54","Total",4380,NA,NA
2020-05-20,"Age Group","45-54","Hospitalised",429,NA,NA
2020-05-20,"Age Group","45-54","In ICU",81,NA,NA
2020-05-20,"Age Group","45-54","Died",23,NA,NA
2020-05-20,"Age Group","55-64","Total",3139,NA,NA
2020-05-20,"Age Group","55-64","Hospitalised",474,NA,NA
2020-05-20,"Age Group","55-64","In ICU",114,NA,NA
2020-05-20,"Age Group","55-64","Died",58,NA,NA
2020-05-20,"Age Group","65-74","Total",1743,NA,NA
2020-05-20,"Age Group","65-74","Hospitalised",560,NA,NA
2020-05-20,"Age Group","65-74","In ICU",100,NA,NA
2020-05-20,"Age Group","65-74","Died",191,NA,NA
2020-05-20,"Age Group","75-84","Total",2215,NA,NA
2020-05-20,"Age Group","75-84","Hospitalised",719,NA,NA
2020-05-20,"Age Group","75-84","In ICU",39,NA,NA
2020-05-20,"Age Group","75-84","Died",458,NA,NA
2020-05-19,"Age Group","<5","Total",137,NA,NA
2020-05-19,"Age Group","<5","Hospitalised",19,NA,NA
2020-05-19,"Age Group","<5","In ICU",0,NA,NA
2020-05-19,"Age Group","<5","Died",0,NA,NA
2020-05-19,"Age Group","5-14","Total",278,NA,NA
2020-05-19,"Age Group","5-14","Hospitalised",17,NA,NA
2020-05-19,"Age Group","5-14","In ICU",2,NA,NA
2020-05-19,"Age Group","5-14","Died",0,NA,NA
2020-05-19,"Age Group","15-24","Total",1760,NA,NA
2020-05-19,"Age Group","15-24","Hospitalised",70,NA,NA
2020-05-19,"Age Group","15-24","In ICU",5,NA,NA
2020-05-19,"Age Group","15-24","Died",2,NA,NA
2020-05-19,"Age Group","25-34","Total",4083,NA,NA
2020-05-19,"Age Group","25-34","Hospitalised",189,NA,NA
2020-05-19,"Age Group","25-34","In ICU",14,NA,NA
2020-05-19,"Age Group","25-34","Died",5,NA,NA
2020-05-19,"Age Group","35-44","Total",4272,NA,NA
2020-05-19,"Age Group","35-44","Hospitalised",247,NA,NA
2020-05-19,"Age Group","35-44","In ICU",32,NA,NA
2020-05-19,"Age Group","35-44","Died",10,NA,NA
2020-05-19,"Age Group","45-54","Total",4371,NA,NA
2020-05-19,"Age Group","45-54","Hospitalised",428,NA,NA
2020-05-19,"Age Group","45-54","In ICU",81,NA,NA
2020-05-19,"Age Group","45-54","Died",23,NA,NA
2020-05-19,"Age Group","55-64","Total",3127,NA,NA
2020-05-19,"Age Group","55-64","Hospitalised",473,NA,NA
2020-05-19,"Age Group","55-64","In ICU",113,NA,NA
2020-05-19,"Age Group","55-64","Died",58,NA,NA
2020-05-19,"Age Group","65-74","Total",1731,NA,NA
2020-05-19,"Age Group","65-74","Hospitalised",557,NA,NA
2020-05-19,"Age Group","65-74","In ICU",99,NA,NA
2020-05-19,"Age Group","65-74","Died",191,NA,NA
2020-05-19,"Age Group","75-84","Total",2207,NA,NA
2020-05-19,"Age Group","75-84","Hospitalised",716,NA,NA
2020-05-19,"Age Group","75-84","In ICU",39,NA,NA
2020-05-19,"Age Group","75-84","Died",454,NA,NA
2020-05-18,"Age Group","<5","Total",135,NA,NA
2020-05-18,"Age Group","<5","Hospitalised",19,NA,NA
2020-05-18,"Age Group","<5","In ICU",0,NA,NA
2020-05-18,"Age Group","<5","Died",0,NA,NA
2020-05-18,"Age Group","5-14","Total",277,NA,NA
2020-05-18,"Age Group","5-14","Hospitalised",17,NA,NA
2020-05-18,"Age Group","5-14","In ICU",2,NA,NA
2020-05-18,"Age Group","5-14","Died",0,NA,NA
2020-05-18,"Age Group","15-24","Total",1750,NA,NA
2020-05-18,"Age Group","15-24","Hospitalised",70,NA,NA
2020-05-18,"Age Group","15-24","In ICU",5,NA,NA
2020-05-18,"Age Group","15-24","Died",2,NA,NA
2020-05-18,"Age Group","25-34","Total",4069,NA,NA
2020-05-18,"Age Group","25-34","Hospitalised",188,NA,NA
2020-05-18,"Age Group","25-34","In ICU",14,NA,NA
2020-05-18,"Age Group","25-34","Died",5,NA,NA
2020-05-18,"Age Group","35-44","Total",4260,NA,NA
2020-05-18,"Age Group","35-44","Hospitalised",247,NA,NA
2020-05-18,"Age Group","35-44","In ICU",32,NA,NA
2020-05-18,"Age Group","35-44","Died",10,NA,NA
2020-05-18,"Age Group","45-54","Total",4361,NA,NA
2020-05-18,"Age Group","45-54","Hospitalised",425,NA,NA
2020-05-18,"Age Group","45-54","In ICU",81,NA,NA
2020-05-18,"Age Group","45-54","Died",23,NA,NA
2020-05-18,"Age Group","55-64","Total",3122,NA,NA
2020-05-18,"Age Group","55-64","Hospitalised",470,NA,NA
2020-05-18,"Age Group","55-64","In ICU",113,NA,NA
2020-05-18,"Age Group","55-64","Died",57,NA,NA
2020-05-18,"Age Group","65-74","Total",1727,NA,NA
2020-05-18,"Age Group","65-74","Hospitalised",555,NA,NA
2020-05-18,"Age Group","65-74","In ICU",99,NA,NA
2020-05-18,"Age Group","65-74","Died",190,NA,NA
2020-05-18,"Age Group","75-84","Total",2201,NA,NA
2020-05-18,"Age Group","75-84","Hospitalised",711,NA,NA
2020-05-18,"Age Group","75-84","In ICU",40,NA,NA
2020-05-18,"Age Group","75-84","Died",452,NA,NA
2020-05-17,"Age Group","<5","Total",134,NA,NA
2020-05-17,"Age Group","<5","Hospitalised",19,NA,NA
2020-05-17,"Age Group","<5","In ICU",0,NA,NA
2020-05-17,"Age Group","<5","Died",0,NA,NA
2020-05-17,"Age Group","5-14","Total",275,NA,NA
2020-05-17,"Age Group","5-14","Hospitalised",17,NA,NA
2020-05-17,"Age Group","5-14","In ICU",2,NA,NA
2020-05-17,"Age Group","5-14","Died",0,NA,NA
2020-05-17,"Age Group","15-24","Total",1744,NA,NA
2020-05-17,"Age Group","15-24","Hospitalised",70,NA,NA
2020-05-17,"Age Group","15-24","In ICU",5,NA,NA
2020-05-17,"Age Group","15-24","Died",2,NA,NA
2020-05-17,"Age Group","25-34","Total",4066,NA,NA
2020-05-17,"Age Group","25-34","Hospitalised",188,NA,NA
2020-05-17,"Age Group","25-34","In ICU",14,NA,NA
2020-05-17,"Age Group","25-34","Died",5,NA,NA
2020-05-17,"Age Group","35-44","Total",4249,NA,NA
2020-05-17,"Age Group","35-44","Hospitalised",248,NA,NA
2020-05-17,"Age Group","35-44","In ICU",32,NA,NA
2020-05-17,"Age Group","35-44","Died",10,NA,NA
2020-05-17,"Age Group","45-54","Total",4357,NA,NA
2020-05-17,"Age Group","45-54","Hospitalised",422,NA,NA
2020-05-17,"Age Group","45-54","In ICU",80,NA,NA
2020-05-17,"Age Group","45-54","Died",23,NA,NA
2020-05-17,"Age Group","55-64","Total",3119,NA,NA
2020-05-17,"Age Group","55-64","Hospitalised",463,NA,NA
2020-05-17,"Age Group","55-64","In ICU",111,NA,NA
2020-05-17,"Age Group","55-64","Died",56,NA,NA
2020-05-17,"Age Group","65-74","Total",1727,NA,NA
2020-05-17,"Age Group","65-74","Hospitalised",553,NA,NA
2020-05-17,"Age Group","65-74","In ICU",99,NA,NA
2020-05-17,"Age Group","65-74","Died",190,NA,NA
2020-05-17,"Age Group","75-84","Total",2205,NA,NA
2020-05-17,"Age Group","75-84","Hospitalised",708,NA,NA
2020-05-17,"Age Group","75-84","In ICU",40,NA,NA
2020-05-17,"Age Group","75-84","Died",451,NA,NA
2020-05-16,"Age Group","<5","Total",132,NA,NA
2020-05-16,"Age Group","<5","Hospitalised",19,NA,NA
2020-05-16,"Age Group","<5","In ICU",0,NA,NA
2020-05-16,"Age Group","<5","Died",0,NA,NA
2020-05-16,"Age Group","5-14","Total",270,NA,NA
2020-05-16,"Age Group","5-14","Hospitalised",17,NA,NA
2020-05-16,"Age Group","5-14","In ICU",2,NA,NA
2020-05-16,"Age Group","5-14","Died",0,NA,NA
2020-05-16,"Age Group","15-24","Total",1721,NA,NA
2020-05-16,"Age Group","15-24","Hospitalised",70,NA,NA
2020-05-16,"Age Group","15-24","In ICU",5,NA,NA
2020-05-16,"Age Group","15-24","Died",2,NA,NA
2020-05-16,"Age Group","25-34","Total",4043,NA,NA
2020-05-16,"Age Group","25-34","Hospitalised",187,NA,NA
2020-05-16,"Age Group","25-34","In ICU",15,NA,NA
2020-05-16,"Age Group","25-34","Died",5,NA,NA
2020-05-16,"Age Group","35-44","Total",4217,NA,NA
2020-05-16,"Age Group","35-44","Hospitalised",247,NA,NA
2020-05-16,"Age Group","35-44","In ICU",32,NA,NA
2020-05-16,"Age Group","35-44","Died",10,NA,NA
2020-05-16,"Age Group","45-54","Total",4339,NA,NA
2020-05-16,"Age Group","45-54","Hospitalised",421,NA,NA
2020-05-16,"Age Group","45-54","In ICU",80,NA,NA
2020-05-16,"Age Group","45-54","Died",23,NA,NA
2020-05-16,"Age Group","55-64","Total",3103,NA,NA
2020-05-16,"Age Group","55-64","Hospitalised",457,NA,NA
2020-05-16,"Age Group","55-64","In ICU",112,NA,NA
2020-05-16,"Age Group","55-64","Died",55,NA,NA
2020-05-16,"Age Group","65-74","Total",1721,NA,NA
2020-05-16,"Age Group","65-74","Hospitalised",549,NA,NA
2020-05-16,"Age Group","65-74","In ICU",98,NA,NA
2020-05-16,"Age Group","65-74","Died",188,NA,NA
2020-05-16,"Age Group","75-84","Total",2196,NA,NA
2020-05-16,"Age Group","75-84","Hospitalised",707,NA,NA
2020-05-16,"Age Group","75-84","In ICU",40,NA,NA
2020-05-16,"Age Group","75-84","Died",444,NA,NA
2020-05-15,"Age Group","<5","Total",130,NA,NA
2020-05-15,"Age Group","<5","Hospitalised",19,NA,NA
2020-05-15,"Age Group","<5","In ICU",0,NA,NA
2020-05-15,"Age Group","<5","Died",0,NA,NA
2020-05-15,"Age Group","5-14","Total",270,NA,NA
2020-05-15,"Age Group","5-14","Hospitalised",17,NA,NA
2020-05-15,"Age Group","5-14","In ICU",2,NA,NA
2020-05-15,"Age Group","5-14","Died",0,NA,NA
2020-05-15,"Age Group","15-24","Total",1714,NA,NA
2020-05-15,"Age Group","15-24","Hospitalised",70,NA,NA
2020-05-15,"Age Group","15-24","In ICU",5,NA,NA
2020-05-15,"Age Group","15-24","Died",2,NA,NA
2020-05-15,"Age Group","25-34","Total",4015,NA,NA
2020-05-15,"Age Group","25-34","Hospitalised",187,NA,NA
2020-05-15,"Age Group","25-34","In ICU",15,NA,NA
2020-05-15,"Age Group","25-34","Died",5,NA,NA
2020-05-15,"Age Group","35-44","Total",4201,NA,NA
2020-05-15,"Age Group","35-44","Hospitalised",247,NA,NA
2020-05-15,"Age Group","35-44","In ICU",32,NA,NA
2020-05-15,"Age Group","35-44","Died",10,NA,NA
2020-05-15,"Age Group","45-54","Total",4329,NA,NA
2020-05-15,"Age Group","45-54","Hospitalised",420,NA,NA
2020-05-15,"Age Group","45-54","In ICU",80,NA,NA
2020-05-15,"Age Group","45-54","Died",23,NA,NA
2020-05-15,"Age Group","55-64","Total",3099,NA,NA
2020-05-15,"Age Group","55-64","Hospitalised",453,NA,NA
2020-05-15,"Age Group","55-64","In ICU",111,NA,NA
2020-05-15,"Age Group","55-64","Died",55,NA,NA
2020-05-15,"Age Group","65-74","Total",1716,NA,NA
2020-05-15,"Age Group","65-74","Hospitalised",546,NA,NA
2020-05-15,"Age Group","65-74","In ICU",97,NA,NA
2020-05-15,"Age Group","65-74","Died",186,NA,NA
2020-05-15,"Age Group","75-84","Total",2193,NA,NA
2020-05-15,"Age Group","75-84","Hospitalised",705,NA,NA
2020-05-15,"Age Group","75-84","In ICU",40,NA,NA
2020-05-15,"Age Group","75-84","Died",444,NA,NA
2020-05-14,"Age Group","<5","Total",128,NA,NA
2020-05-14,"Age Group","<5","Hospitalised",18,NA,NA
2020-05-14,"Age Group","<5","In ICU",0,NA,NA
2020-05-14,"Age Group","<5","Died",0,NA,NA
2020-05-14,"Age Group","5-14","Total",267,NA,NA
2020-05-14,"Age Group","5-14","Hospitalised",17,NA,NA
2020-05-14,"Age Group","5-14","In ICU",2,NA,NA
2020-05-14,"Age Group","5-14","Died",0,NA,NA
2020-05-14,"Age Group","15-24","Total",1705,NA,NA
2020-05-14,"Age Group","15-24","Hospitalised",68,NA,NA
2020-05-14,"Age Group","15-24","In ICU",5,NA,NA
2020-05-14,"Age Group","15-24","Died",2,NA,NA
2020-05-14,"Age Group","25-34","Total",3995,NA,NA
2020-05-14,"Age Group","25-34","Hospitalised",186,NA,NA
2020-05-14,"Age Group","25-34","In ICU",15,NA,NA
2020-05-14,"Age Group","25-34","Died",5,NA,NA
2020-05-14,"Age Group","35-44","Total",4181,NA,NA
2020-05-14,"Age Group","35-44","Hospitalised",247,NA,NA
2020-05-14,"Age Group","35-44","In ICU",32,NA,NA
2020-05-14,"Age Group","35-44","Died",10,NA,NA
2020-05-14,"Age Group","45-54","Total",4316,NA,NA
2020-05-14,"Age Group","45-54","Hospitalised",415,NA,NA
2020-05-14,"Age Group","45-54","In ICU",80,NA,NA
2020-05-14,"Age Group","45-54","Died",23,NA,NA
2020-05-14,"Age Group","55-64","Total",3096,NA,NA
2020-05-14,"Age Group","55-64","Hospitalised",449,NA,NA
2020-05-14,"Age Group","55-64","In ICU",111,NA,NA
2020-05-14,"Age Group","55-64","Died",54,NA,NA
2020-05-14,"Age Group","65-74","Total",1714,NA,NA
2020-05-14,"Age Group","65-74","Hospitalised",545,NA,NA
2020-05-14,"Age Group","65-74","In ICU",96,NA,NA
2020-05-14,"Age Group","65-74","Died",185,NA,NA
2020-05-14,"Age Group","75-84","Total",2188,NA,NA
2020-05-14,"Age Group","75-84","Hospitalised",700,NA,NA
2020-05-14,"Age Group","75-84","In ICU",41,NA,NA
2020-05-14,"Age Group","75-84","Died",439,NA,NA
2020-05-13,"Age Group","<5","Total",128,NA,NA
2020-05-13,"Age Group","<5","Hospitalised",18,NA,NA
2020-05-13,"Age Group","<5","In ICU",0,NA,NA
2020-05-13,"Age Group","<5","Died",0,NA,NA
2020-05-13,"Age Group","5-14","Total",266,NA,NA
2020-05-13,"Age Group","5-14","Hospitalised",17,NA,NA
2020-05-13,"Age Group","5-14","In ICU",2,NA,NA
2020-05-13,"Age Group","5-14","Died",0,NA,NA
2020-05-13,"Age Group","15-24","Total",1688,NA,NA
2020-05-13,"Age Group","15-24","Hospitalised",68,NA,NA
2020-05-13,"Age Group","15-24","In ICU",5,NA,NA
2020-05-13,"Age Group","15-24","Died",2,NA,NA
2020-05-13,"Age Group","25-34","Total",3936,NA,NA
2020-05-13,"Age Group","25-34","Hospitalised",184,NA,NA
2020-05-13,"Age Group","25-34","In ICU",14,NA,NA
2020-05-13,"Age Group","25-34","Died",5,NA,NA
2020-05-13,"Age Group","35-44","Total",4105,NA,NA
2020-05-13,"Age Group","35-44","Hospitalised",242,NA,NA
2020-05-13,"Age Group","35-44","In ICU",32,NA,NA
2020-05-13,"Age Group","35-44","Died",10,NA,NA
2020-05-13,"Age Group","45-54","Total",4276,NA,NA
2020-05-13,"Age Group","45-54","Hospitalised",409,NA,NA
2020-05-13,"Age Group","45-54","In ICU",80,NA,NA
2020-05-13,"Age Group","45-54","Died",23,NA,NA
2020-05-13,"Age Group","55-64","Total",3066,NA,NA
2020-05-13,"Age Group","55-64","Hospitalised",442,NA,NA
2020-05-13,"Age Group","55-64","In ICU",111,NA,NA
2020-05-13,"Age Group","55-64","Died",54,NA,NA
2020-05-13,"Age Group","65-74","Total",1703,NA,NA
2020-05-13,"Age Group","65-74","Hospitalised",539,NA,NA
2020-05-13,"Age Group","65-74","In ICU",96,NA,NA
2020-05-13,"Age Group","65-74","Died",182,NA,NA
2020-05-13,"Age Group","75-84","Total",2181,NA,NA
2020-05-13,"Age Group","75-84","Hospitalised",698,NA,NA
2020-05-13,"Age Group","75-84","In ICU",40,NA,NA
2020-05-13,"Age Group","75-84","Died",435,NA,NA
2020-05-12,"Age Group","<5","Total",125,NA,NA
2020-05-12,"Age Group","<5","Hospitalised",18,NA,NA
2020-05-12,"Age Group","<5","In ICU",0,NA,NA
2020-05-12,"Age Group","<5","Died",0,NA,NA
2020-05-12,"Age Group","5-14","Total",266,NA,NA
2020-05-12,"Age Group","5-14","Hospitalised",17,NA,NA
2020-05-12,"Age Group","5-14","In ICU",2,NA,NA
2020-05-12,"Age Group","5-14","Died",0,NA,NA
2020-05-12,"Age Group","15-24","Total",1641,NA,NA
2020-05-12,"Age Group","15-24","Hospitalised",68,NA,NA
2020-05-12,"Age Group","15-24","In ICU",5,NA,NA
2020-05-12,"Age Group","15-24","Died",2,NA,NA
2020-05-12,"Age Group","25-34","Total",3822,NA,NA
2020-05-12,"Age Group","25-34","Hospitalised",182,NA,NA
2020-05-12,"Age Group","25-34","In ICU",14,NA,NA
2020-05-12,"Age Group","25-34","Died",5,NA,NA
2020-05-12,"Age Group","35-44","Total",4024,NA,NA
2020-05-12,"Age Group","35-44","Hospitalised",240,NA,NA
2020-05-12,"Age Group","35-44","In ICU",32,NA,NA
2020-05-12,"Age Group","35-44","Died",10,NA,NA
2020-05-12,"Age Group","45-54","Total",4203,NA,NA
2020-05-12,"Age Group","45-54","Hospitalised",409,NA,NA
2020-05-12,"Age Group","45-54","In ICU",80,NA,NA
2020-05-12,"Age Group","45-54","Died",23,NA,NA
2020-05-12,"Age Group","55-64","Total",3029,NA,NA
2020-05-12,"Age Group","55-64","Hospitalised",442,NA,NA
2020-05-12,"Age Group","55-64","In ICU",111,NA,NA
2020-05-12,"Age Group","55-64","Died",53,NA,NA
2020-05-12,"Age Group","65-74","Total",1696,NA,NA
2020-05-12,"Age Group","65-74","Hospitalised",539,NA,NA
2020-05-12,"Age Group","65-74","In ICU",97,NA,NA
2020-05-12,"Age Group","65-74","Died",182,NA,NA
2020-05-12,"Age Group","75-84","Total",2175,NA,NA
2020-05-12,"Age Group","75-84","Hospitalised",696,NA,NA
2020-05-12,"Age Group","75-84","In ICU",40,NA,NA
2020-05-12,"Age Group","75-84","Died",431,NA,NA
2020-05-11,"Age Group","<5","Total",122,NA,NA
2020-05-11,"Age Group","<5","Hospitalised",18,NA,NA
2020-05-11,"Age Group","<5","In ICU",0,NA,NA
2020-05-11,"Age Group","<5","Died",0,NA,NA
2020-05-11,"Age Group","5-14","Total",263,NA,NA
2020-05-11,"Age Group","5-14","Hospitalised",17,NA,NA
2020-05-11,"Age Group","5-14","In ICU",2,NA,NA
2020-05-11,"Age Group","5-14","Died",0,NA,NA
2020-05-11,"Age Group","15-24","Total",1631,NA,NA
2020-05-11,"Age Group","15-24","Hospitalised",68,NA,NA
2020-05-11,"Age Group","15-24","In ICU",6,NA,NA
2020-05-11,"Age Group","15-24","Died",2,NA,NA
2020-05-11,"Age Group","25-34","Total",3792,NA,NA
2020-05-11,"Age Group","25-34","Hospitalised",181,NA,NA
2020-05-11,"Age Group","25-34","In ICU",14,NA,NA
2020-05-11,"Age Group","25-34","Died",5,NA,NA
2020-05-11,"Age Group","35-44","Total",4004,NA,NA
2020-05-11,"Age Group","35-44","Hospitalised",239,NA,NA
2020-05-11,"Age Group","35-44","In ICU",33,NA,NA
2020-05-11,"Age Group","35-44","Died",10,NA,NA
2020-05-11,"Age Group","45-54","Total",4186,NA,NA
2020-05-11,"Age Group","45-54","Hospitalised",407,NA,NA
2020-05-11,"Age Group","45-54","In ICU",79,NA,NA
2020-05-11,"Age Group","45-54","Died",22,NA,NA
2020-05-11,"Age Group","55-64","Total",3014,NA,NA
2020-05-11,"Age Group","55-64","Hospitalised",439,NA,NA
2020-05-11,"Age Group","55-64","In ICU",112,NA,NA
2020-05-11,"Age Group","55-64","Died",52,NA,NA
2020-05-11,"Age Group","65-74","Total",1691,NA,NA
2020-05-11,"Age Group","65-74","Hospitalised",539,NA,NA
2020-05-11,"Age Group","65-74","In ICU",97,NA,NA
2020-05-11,"Age Group","65-74","Died",180,NA,NA
2020-05-11,"Age Group","75-84","Total",2165,NA,NA
2020-05-11,"Age Group","75-84","Hospitalised",696,NA,NA
2020-05-11,"Age Group","75-84","In ICU",40,NA,NA
2020-05-11,"Age Group","75-84","Died",428,NA,NA
2020-05-10,"Age Group","<5","Total",121,NA,NA
2020-05-10,"Age Group","<5","Hospitalised",18,NA,NA
2020-05-10,"Age Group","<5","In ICU",0,NA,NA
2020-05-10,"Age Group","<5","Died",0,NA,NA
2020-05-10,"Age Group","5-14","Total",260,NA,NA
2020-05-10,"Age Group","5-14","Hospitalised",17,NA,NA
2020-05-10,"Age Group","5-14","In ICU",2,NA,NA
2020-05-10,"Age Group","5-14","Died",0,NA,NA
2020-05-10,"Age Group","15-24","Total",1624,NA,NA
2020-05-10,"Age Group","15-24","Hospitalised",66,NA,NA
2020-05-10,"Age Group","15-24","In ICU",6,NA,NA
2020-05-10,"Age Group","15-24","Died",2,NA,NA
2020-05-10,"Age Group","25-34","Total",3777,NA,NA
2020-05-10,"Age Group","25-34","Hospitalised",179,NA,NA
2020-05-10,"Age Group","25-34","In ICU",14,NA,NA
2020-05-10,"Age Group","25-34","Died",5,NA,NA
2020-05-10,"Age Group","35-44","Total",3994,NA,NA
2020-05-10,"Age Group","35-44","Hospitalised",238,NA,NA
2020-05-10,"Age Group","35-44","In ICU",33,NA,NA
2020-05-10,"Age Group","35-44","Died",10,NA,NA
2020-05-10,"Age Group","45-54","Total",4172,NA,NA
2020-05-10,"Age Group","45-54","Hospitalised",408,NA,NA
2020-05-10,"Age Group","45-54","In ICU",79,NA,NA
2020-05-10,"Age Group","45-54","Died",22,NA,NA
2020-05-10,"Age Group","55-64","Total",3014,NA,NA
2020-05-10,"Age Group","55-64","Hospitalised",439,NA,NA
2020-05-10,"Age Group","55-64","In ICU",111,NA,NA
2020-05-10,"Age Group","55-64","Died",52,NA,NA
2020-05-10,"Age Group","65-74","Total",1685,NA,NA
2020-05-10,"Age Group","65-74","Hospitalised",535,NA,NA
2020-05-10,"Age Group","65-74","In ICU",96,NA,NA
2020-05-10,"Age Group","65-74","Died",179,NA,NA
2020-05-10,"Age Group","75-84","Total",2164,NA,NA
2020-05-10,"Age Group","75-84","Hospitalised",691,NA,NA
2020-05-10,"Age Group","75-84","In ICU",39,NA,NA
2020-05-10,"Age Group","75-84","Died",422,NA,NA
2020-05-09,"Age Group","<5","Total",121,NA,NA
2020-05-09,"Age Group","<5","Hospitalised",18,NA,NA
2020-05-09,"Age Group","<5","In ICU",0,NA,NA
2020-05-09,"Age Group","<5","Died",0,NA,NA
2020-05-09,"Age Group","5-14","Total",258,NA,NA
2020-05-09,"Age Group","5-14","Hospitalised",17,NA,NA
2020-05-09,"Age Group","5-14","In ICU",2,NA,NA
2020-05-09,"Age Group","5-14","Died",0,NA,NA
2020-05-09,"Age Group","15-24","Total",1604,NA,NA
2020-05-09,"Age Group","15-24","Hospitalised",65,NA,NA
2020-05-09,"Age Group","15-24","In ICU",6,NA,NA
2020-05-09,"Age Group","15-24","Died",2,NA,NA
2020-05-09,"Age Group","25-34","Total",3745,NA,NA
2020-05-09,"Age Group","25-34","Hospitalised",178,NA,NA
2020-05-09,"Age Group","25-34","In ICU",14,NA,NA
2020-05-09,"Age Group","25-34","Died",5,NA,NA
2020-05-09,"Age Group","35-44","Total",3964,NA,NA
2020-05-09,"Age Group","35-44","Hospitalised",239,NA,NA
2020-05-09,"Age Group","35-44","In ICU",33,NA,NA
2020-05-09,"Age Group","35-44","Died",10,NA,NA
2020-05-09,"Age Group","45-54","Total",4148,NA,NA
2020-05-09,"Age Group","45-54","Hospitalised",405,NA,NA
2020-05-09,"Age Group","45-54","In ICU",78,NA,NA
2020-05-09,"Age Group","45-54","Died",21,NA,NA
2020-05-09,"Age Group","55-64","Total",2987,NA,NA
2020-05-09,"Age Group","55-64","Hospitalised",436,NA,NA
2020-05-09,"Age Group","55-64","In ICU",111,NA,NA
2020-05-09,"Age Group","55-64","Died",52,NA,NA
2020-05-09,"Age Group","65-74","Total",1671,NA,NA
2020-05-09,"Age Group","65-74","Hospitalised",525,NA,NA
2020-05-09,"Age Group","65-74","In ICU",96,NA,NA
2020-05-09,"Age Group","65-74","Died",178,NA,NA
2020-05-09,"Age Group","75-84","Total",2147,NA,NA
2020-05-09,"Age Group","75-84","Hospitalised",683,NA,NA
2020-05-09,"Age Group","75-84","In ICU",37,NA,NA
2020-05-09,"Age Group","75-84","Died",417,NA,NA
2020-05-08,"Age Group","<5","Total",119,NA,NA
2020-05-08,"Age Group","<5","Hospitalised",18,NA,NA
2020-05-08,"Age Group","<5","In ICU",0,NA,NA
2020-05-08,"Age Group","<5","Died",0,NA,NA
2020-05-08,"Age Group","5-14","Total",252,NA,NA
2020-05-08,"Age Group","5-14","Hospitalised",17,NA,NA
2020-05-08,"Age Group","5-14","In ICU",2,NA,NA
2020-05-08,"Age Group","5-14","Died",0,NA,NA
2020-05-08,"Age Group","15-24","Total",1582,NA,NA
2020-05-08,"Age Group","15-24","Hospitalised",65,NA,NA
2020-05-08,"Age Group","15-24","In ICU",5,NA,NA
2020-05-08,"Age Group","15-24","Died",2,NA,NA
2020-05-08,"Age Group","25-34","Total",3707,NA,NA
2020-05-08,"Age Group","25-34","Hospitalised",179,NA,NA
2020-05-08,"Age Group","25-34","In ICU",14,NA,NA
2020-05-08,"Age Group","25-34","Died",5,NA,NA
2020-05-08,"Age Group","35-44","Total",3919,NA,NA
2020-05-08,"Age Group","35-44","Hospitalised",240,NA,NA
2020-05-08,"Age Group","35-44","In ICU",32,NA,NA
2020-05-08,"Age Group","35-44","Died",10,NA,NA
2020-05-08,"Age Group","45-54","Total",4111,NA,NA
2020-05-08,"Age Group","45-54","Hospitalised",404,NA,NA
2020-05-08,"Age Group","45-54","In ICU",78,NA,NA
2020-05-08,"Age Group","45-54","Died",21,NA,NA
2020-05-08,"Age Group","55-64","Total",2958,NA,NA
2020-05-08,"Age Group","55-64","Hospitalised",436,NA,NA
2020-05-08,"Age Group","55-64","In ICU",113,NA,NA
2020-05-08,"Age Group","55-64","Died",51,NA,NA
2020-05-08,"Age Group","65-74","Total",1661,NA,NA
2020-05-08,"Age Group","65-74","Hospitalised",524,NA,NA
2020-05-08,"Age Group","65-74","In ICU",96,NA,NA
2020-05-08,"Age Group","65-74","Died",176,NA,NA
2020-05-08,"Age Group","75-84","Total",2136,NA,NA
2020-05-08,"Age Group","75-84","Hospitalised",676,NA,NA
2020-05-08,"Age Group","75-84","In ICU",37,NA,NA
2020-05-08,"Age Group","75-84","Died",411,NA,NA
2020-05-07,"Age Group","<5","Total",117,NA,NA
2020-05-07,"Age Group","<5","Hospitalised",18,NA,NA
2020-05-07,"Age Group","<5","In ICU",0,NA,NA
2020-05-07,"Age Group","<5","Died",0,NA,NA
2020-05-07,"Age Group","5-14","Total",245,NA,NA
2020-05-07,"Age Group","5-14","Hospitalised",17,NA,NA
